Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,4,Roosevelt Blackmon\BlacRo21,121,DB,1999,0,0,0,0,20,,,,,,,,,,,,1,,Morris Brown
1998,5,Corey Bradford\BradCo00,150,WR,2006,0,0,2,26,114,,,,,,3,-13,0,215,3346,25,,,Jackson St.
1998,6,Scott McGarrahan\McGaSc20,156,DB,2005,0,0,0,5,108,,,,,,,,,1,10,0,1,3,New Mexico
1998,6,Matt Hasselbeck\HassMa00,187,QB,2015,0,3,11,88,209,3222,5330,36638,212,153,365,1231,8,,,,,,Boston Col.
1998,7,Eddie Watson\WatsEd00,218,RB,1999,0,0,0,0,6,,,,,,4,17,0,,,,,,Purdue
1997,1,Ross Verba\VerbRo20,30,T,2006,0,0,8,50,113,,,,,,,,,,,,,,Iowa
1997,2,Darren Sharper\SharDa00,60,DB,2010,2,5,12,90,205,,,,,,,,,,,,63,7.5,William & Mary
1997,3,Brett Conway\conwabre01,90,K,2003,0,0,0,7,51,0,1,0,0,0,,,,,,,,,Penn St.
1997,4,Jermaine Smith\SmitJe24,126,DT,1999,0,0,0,2,19,,,,,,,,,,,,1,1.5,Georgia
1997,5,Anthony Hicks,160,LB,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1997,7,Chris Miller,213,WR,,0,0,0,,,,,,,,,,,,,,,,USC
1997,7,Jerald Sowell\SoweJe00,231,FB,2006,0,0,3,12,148,0,1,0,0,0,61,244,1,148,1194,5,,,Tulane
1997,7,Ron McAda,240,QB,,0,0,0,,,,,,,,,,,,,,,,Army
1996,1,John Michels\MichJo21,27,T,1997,0,0,1,10,24,,,,,,,,,,,,,,USC
1996,2,Derrick Mayes\MayeDe00,56,WR,2000,0,0,1,16,58,,,,,,,,,145,1823,16,,,Notre Dame
1996,3,Mike Flanagan\FlanMi00,90,C,2007,0,1,6,42,121,,,,,,,,,,,,,,UCLA
1996,3,Tyrone Williams\WillTy20,93,DB,2004,0,0,6,47,120,,,,,,,,,,,,19,2,Nebraska
1996,4,Chris Darkins\DarkCh00,123,DB,1997,0,0,0,0,14,,,,,,,,,,,,,,Minnesota
1996,6,Marco Rivera\RiveMa01,208,G,2006,0,3,9,70,155,,,,,,,,,,,,,,Penn St.
1996,7,Kyle Wachholtz,240,QB,,0,0,0,,,,,,,,,,,,,,,,USC
1996,7,Keith McKenzie\McKeKe20,252,DE,2003,0,0,2,20,95,,,,,,,,,,,,1,29.5,Ball St.
1995,1,Craig Newsome\NewsCr20,32,DB,1999,0,0,3,22,53,,,,,,,,,,,,4,,Arizona St.
1995,3,Darius Holland\HollDa20,65,DT,2004,0,0,2,19,111,,,,,,,,,,,,1,4.5,Colorado
1995,3,William Henderson\HendWi00,66,FB,2006,1,1,10,23,188,,,,,,123,426,5,320,2409,14,,,North Carolina
1995,3,Brian Williams\WillBr24,73,LB,2002,0,0,3,33,81,,,,,,,,,,,,4,6,USC
1995,3,Antonio Freeman\FreeAn00,90,WR,2003,1,1,6,65,132,,,,,,8,17,0,477,7251,61,,,Virginia Tech
1995,4,Jeff Miller,117,T,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1995,5,Jay Barker,160,QB,,0,0,0,,,,,,,,,,,,,,,,Alabama
1995,5,Travis Jervey\JervTr00,170,RB,2003,0,1,1,4,109,,,,,,129,503,2,10,35,0,,,The Citadel
1995,6,Charlie Simmons,173,WR,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1995,7,Adam Timmerman\TimmAd20,230,G,2006,0,1,11,83,187,,,,,,,,,1,-4,0,,,South Dakota St.
1994,1,Aaron Taylor\TaylAa20,16,G,1999,0,0,5,38,75,,,,,,,,,,,,,,Notre Dame
1994,3,LeShon Johnson\JohnLe01,84,RB,1999,0,0,1,11,62,,,,,,253,955,5,43,434,2,,,Northern Illinois
1994,4,Gabe Wilkins\WilkGa20,126,DE,1999,0,0,3,22,84,,,,,,,,,,,,1,13.5,Gardner-Webb
1994,5,Terry Mickens\MickTe00,146,WR,1999,0,0,0,8,79,,,,,,,,,70,851,4,,,Florida A&M
1994,5,Dorsey Levens\LeveDo00,149,RB,2004,0,1,3,54,144,0,2,0,0,0,1243,4955,36,304,2334,17,,,Georgia Tech
1994,6,Jay Kearney,169,WR,,0,0,0,,,,,,,,,,,,,,,,West Virginia
1994,6,Ruffin Hamilton\HamiRu20,175,LB,1999,0,0,0,3,44,,,,,,,,,,,,,,Tulane
1994,6,Bill Schroeder\SchrBi00,181,WR,2004,0,0,5,38,111,0,1,0,0,0,3,17,0,304,4583,28,,,Wisconsin–LaCrosse
1994,6,Paul Duckworth,190,LB,,0,0,0,,,,,,,,,,,,,,,,Connecticut
1993,1,Wayne Simmons\SimmWa20,15,LB,1998,0,0,4,33,90,,,,,,,,,,,,3,11.5,Clemson
1993,1,George Teague\TeagGe20,29,DB,2001,0,0,6,48,133,,,,,,,,,,,,15,2,Alabama
1993,3,Earl Dotson\DotsEa20,81,T,2002,0,0,6,49,120,,,,,,,,,,,,,,Texas A&M-Kingsville
1993,5,Mark Brunell\BrunMa00,118,QB,2011,0,3,11,96,193,2761,4640,32072,184,108,513,2421,15,,,,,,Washington
1993,5,James Willis\WillJa28,119,LB,1999,0,0,3,22,93,,,,,,,,,,,,4,2,Auburn
1993,6,Doug Evans\EvanDo21,141,DB,2003,0,0,8,62,163,,,,,,,,,,,,28,6,Louisiana Tech
1993,6,Paul Hutchins\HutcPa20,152,T,1994,0,0,0,0,17,,,,,,,,,,,,,,West. Michigan
1993,6,Tim Watson\WatsTi20,156,DB,1997,0,0,0,0,13,,,,,,,,,,,,,,Howard
1993,7,Bob Kuberski\KubeBo20,183,DT,1999,0,0,0,5,42,,,,,,,,,,,,,2,Navy
1992,1,Terrell Buckley\BuckTe20,5,DB,2005,0,0,8,63,209,,,,,,,,,0,0,0,50,2,Florida St.
1992,2,Mark D'Onofrio\DOnoMa20,34,LB,1992,0,0,0,1,2,,,,,,,,,,,,,,Penn St.
1992,3,Robert Brooks\BrooRo00,62,WR,2000,0,0,5,45,100,,,,,,17,75,0,309,4276,32,,,South Carolina
1992,4,Edgar Bennett\BennEd00,103,RB,1999,0,0,5,48,112,1,2,18,1,0,1115,3992,21,284,2245,10,,,Florida St.
1992,5,Dexter McNabb\McNaDe20,119,FB,1995,0,0,0,0,33,,,,,,2,11,0,,,,,,Florida
1992,5,Orlando McKay,130,WR,,0,0,0,,,,,,,,,,,,,,,,Washington
1992,6,Mark Chmura\ChmuMa00,157,TE,1999,0,3,4,22,89,,,,,,,,,188,2253,17,,,Boston Col.
1992,7,Christopher Holder,190,WR,,0,0,0,,,,,,,,,,,,,,,,Tuskegee
1992,9,Ty Detmer\DetmTy00,230,QB,2003,0,0,2,15,54,546,946,6351,34,35,72,177,3,,,,,,BYU
1992,9,Shazzon Bradley,240,DT,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1992,10,Andrew Oberg,257,T,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1992,11,Gabe Mokwuah,287,LB,,0,0,0,,,,,,,,,,,,,,,,American Int.
1992,12,Brett Collins\CollBr21,314,LB,1994,0,0,0,2,27,,,,,,,,,,,,,,Washington
1991,1,Vinnie Clark\ClarVi20,19,DB,1996,0,0,3,22,83,,,,,,,,,,,,13,,Ohio St.
1991,2,Esera Tuaolo\TuaoEs20,35,NT,1999,0,0,3,25,111,,,,,,,,,,,,1,12,Oregon St.
1991,3,Don Davey\DaveDo20,67,DT,1997,0,0,3,19,92,,,,,,,,,,,,,8,Wisconsin
1991,3,Chuck Webb\WebbCh20,81,FB,1991,0,0,0,0,2,,,,,,,,,,,,,,Tennessee
1991,5,Jeff Fite,135,P,,0,0,0,,,,,,,,,,,,,,,,Memphis
1991,6,Walter Dean\DeanWa20,149,RB,1991,0,0,0,0,9,,,,,,,,,,,,,,Grambling St.
1991,6,Joe Garten,164,C,,0,0,0,,,,,,,,,,,,,,,,Colorado
1991,7,Frank Blevins,169,LB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1991,7,Reggie Burnette\BurnRe20,176,LB,1993,0,0,0,3,23,,,,,,,,,,,,,,Houston
1991,8,Johnny Walker,203,WR,,0,0,0,,,,,,,,,,,,,,,,Texas
1991,9,Dean Witkowski,229,LB,,0,0,0,,,,,,,,,,,,,,,,North Dakota
1991,10,Rapier Porter,262,TE,,0,0,0,,,,,,,,,,,,,,,,Ark-Pine Bluff
1991,11,J.J. Wierenga,289,DE,,0,0,0,,,,,,,,,,,,,,,,Central Michigan
1991,12,Linzy Collins,316,WR,,0,0,0,,,,,,,,,,,,,,,,Missouri
1990,1,Tony Bennett\BennTo21,18,DE,1997,0,0,5,42,108,,,,,,,,,,,,,64.5,Mississippi
1990,1,Darrell Thompson\ThomDa01,19,RB,1994,0,0,2,16,60,,,,,,464,1641,7,41,330,1,,,Minnesota
1990,2,LeRoy Butler\ButlLe00,48,DB,2001,4,4,11,104,181,,,,,,,,,,,,38,20.5,Florida St.
1990,3,Bobby Houston\HousBo20,75,LB,1998,0,0,5,34,109,,,,,,,,,,,,4,14.5,North Carolina St.
1990,4,Jackie Harris\HarrJa00,102,TE,2001,0,0,8,33,167,,,,,,1,1,0,393,4410,25,,,La-Monroe
1990,5,Charles Wilson\WilsCh00,132,WR,1995,0,0,2,15,76,,,,,,7,25,0,113,1750,11,,,Memphis
1990,6,Bryce Paup\PaupBr00,159,LB,2000,1,4,7,64,148,,,,,,,,,,,,6,75,Northern Iowa
1990,7,Lester Archambeau\ArchLe20,186,DE,2000,0,0,6,36,147,,,,,,,,,,,,1,36.5,Stanford
1990,8,Roger Brown\BrowRo21,215,DB,1992,0,0,0,0,37,,,,,,,,,,,,,,Virginia Tech
1990,9,Kirk Baumgartner,242,QB,,0,0,0,,,,,,,,,,,,,,,,Wisconsin–Stevens Point
1990,10,Jerome Martin,269,DB,,0,0,0,,,,,,,,,,,,,,,,Western Kentucky
1990,11,Harry Jackson,299,RB,,0,0,0,,,,,,,,,,,,,,,,St. Cloud St.
1990,12,Kirk Maggio,325,P,,0,0,0,,,,,,,,,,,,,,,,UCLA
1989,1,Tony Mandarich\MandTo20,2,T,1998,0,0,4,31,86,,,,,,,,,,,,,,Michigan St.
1989,3,Matt Brock\BrocMa20,58,DE,1996,0,0,6,41,108,,,,,,,,,,,,2,19.5,Oregon
1989,3,Anthony Dilweg\DilwAn00,74,QB,1990,0,0,0,4,10,102,193,1274,8,7,21,114,0,,,,,,Duke
1989,4,Jeff Graham,87,QB,,0,0,0,,,,,,,,,,,,,,,,Long Beach St.
1989,5,Jeff Query\QuerJe00,124,WR,1995,0,0,1,15,86,,,,,,6,53,0,141,1865,11,,,Millikin
1989,5,Vince Workman\WorkVi00,127,RB,1996,0,0,2,21,106,0,1,0,0,0,467,1737,13,179,1294,7,,,Ohio St.
1989,6,Chris Jacke\jackechr01,142,K,1999,1,0,0,24,147,,,,,,,,,,,,,,Texas-El Paso
1989,7,Mark Hall\HallMa20,169,DE,1990,0,0,0,1,10,,,,,,,,,,,,,1,Louisiana
1989,8,Thomas King,198,DB,,0,0,0,,,,,,,,,,,,,,,,Louisiana
1989,8,Brian Shulman,206,P,,0,0,0,,,,,,,,,,,,,,,,Auburn
1989,9,Scott Kirby,225,T,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
1989,10,Ben Jessie,254,DB,,0,0,0,,,,,,,,,,,,,,,,Texas St.
1989,11,Cedric Stallworth,281,DB,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1989,12,Stan Shiver,310,DB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1988,1,Sterling Sharpe\SharSt00,7,WR,1994,3,5,7,69,112,1,1,1,0,0,23,72,0,595,8134,65,,,South Carolina
1988,2,Shawn Patterson\PattSh20,34,DE,1993,0,0,0,10,48,,,,,,,,,,,,1,11,Arizona St.
1988,3,Keith Woodside\WoodKe00,61,RB,1991,0,0,4,16,64,,,,,,259,976,6,144,1248,2,,,Texas A&M
1988,4,Rollin Putzier\PutzRo20,88,DT,1989,0,0,0,1,16,,,,,,,,,,,,,,Oregon
1988,4,Chuck Cecil\CeciCh00,89,DB,1995,0,1,4,34,95,,,,,,,,,,,,16,,Arizona
1988,5,Darrell Reed,116,LB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1988,6,Nate Hill\HillNa20,144,DE,1988,0,0,0,0,4,,,,,,,,,,,,,,Auburn
1988,7,Gary Richard\RichGa20,173,DB,1988,0,0,0,0,10,,,,,,,,,,,,,,Pittsburgh
1988,8,Patrick Collins\CollPa20,200,RB,1988,0,0,0,0,5,,,,,,2,2,0,2,17,0,,,Oklahoma
1988,9,Neal Wilkinson,228,TE,,0,0,0,,,,,,,,,,,,,,,,James Madison
1988,10,Bud Keyes,256,QB,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
1988,12,Scott Bolton\BoltSc20,312,WR,1988,0,0,0,0,4,,,,,,,,,2,33,0,,,Auburn
1987,1,Brent Fullwood\FullBr00,4,RB,1990,0,1,2,13,46,,,,,,433,1702,18,44,370,1,,,Auburn
1987,2,Johnny Holland\HollJo20,41,LB,1993,0,0,7,46,103,,,,,,,,,,,,9,3.5,Texas A&M
1987,3,Dave Croston\CrosDa21,61,T,1988,0,0,0,0,16,,,,,,,,,,,,,,Iowa
1987,3,Scott Stephen\StepSc20,69,LB,1992,0,0,2,22,88,,,,,,,,,,,,5,4.5,Arizona St.
1987,3,Frankie Neal\NealFr20,71,WR,1987,0,0,0,4,12,0,1,0,0,0,1,0,0,36,420,3,,,Fort Hays St.
1987,4,Lorenzo Freeman\FreeLo20,89,NT,1991,0,0,0,6,62,,,,,,,,,,,,,2.5,Pittsburgh
1987,6,Willie Marshall,145,WR,,0,0,0,,,,,,,,,,,,,,,,Temple
1987,7,Tony Leiker\LeikTo20,172,DE,1987,0,0,0,1,1,,,,,,,,,,,,,,Stanford
1987,7,Bill Smith,191,P,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1987,8,Jeff Drost\DrosJe20,198,DT,1987,0,0,0,0,2,,,,,,,,,,,,,2,Iowa
1987,9,Gregg Harris,228,G,,0,0,0,,,,,,,,,,,,,,,,Wake Forest
1987,10,Don Majkowski\MajkDo00,255,QB,1996,0,1,4,39,90,1056,1905,12700,66,67,248,1114,12,,,,,,Virginia
1987,11,Patrick Scott\ScotPa00,282,WR,1988,0,0,0,3,24,,,,,,1,2,0,28,354,1,,,Grambling St.
1987,12,Norman Jefferson\JeffNo20,335,DB,1988,0,0,0,0,14,,,,,,,,,,,,,,LSU
1986,2,Kenneth Davis\DaviKe00,41,RB,1994,0,0,2,30,131,,,,,,823,3513,27,135,878,5,,,TCU
1986,3,Robbie Bosco,72,QB,,0,0,0,,,,,,,,,,,,,,,,BYU
1986,4,Tim Harris\HarrTi00,84,LB,1995,1,1,6,58,122,,,,,,,,,,,,,81,Memphis
1986,4,Dan Knight,98,T,,0,0,0,,,,,,,,,,,,,,,,San Diego St.
1986,5,Matt Koart\KoarMa20,125,DE,1986,0,0,0,1,6,,,,,,,,,,,,,,USC
1986,6,Burnell Dent\DentBu20,143,LB,1992,0,0,0,10,95,,,,,,,,,,,,1,4.5,Tulane
1986,7,Ed Berry\BerrEd21,183,DB,1987,0,0,0,0,18,,,,,,,,,,,,,,Utah St.
1986,8,Michael Cline,210,DT,,0,0,0,,,,,,,,,,,,,,,,Arkansas St.
1986,9,Brent Moore\MoorBr23,236,LB,1987,0,0,0,0,4,,,,,,,,,,,,,,USC
1986,10,Gary Spann\SpanGa21,263,LB,1987,0,0,0,0,2,,,,,,,,,,,,,,TCU
1985,1,Ken Ruettgers\RuetKe20,7,T,1996,0,0,9,60,156,,,,,,,,,,,,,,USC
1985,3,Rich Moran\MoraRi20,71,G,1993,0,0,5,36,108,,,,,,,,,,,,,,San Diego St.
1985,4,Walter Stanley\StanWa00,98,WR,1992,0,0,3,17,85,,,,,,6,58,0,130,2213,5,,,
1985,5,Brian Noble\NoblBr21,125,LB,1993,0,0,8,45,117,,,,,,,,,,,,3,14,Arizona St.
1985,6,Mark Lewis\LewiMa21,155,TE,1988,0,0,0,0,30,,,,,,,,,5,39,3,,,Texas A&M
1985,7,Eric Wilson\WilsEr20,171,LB,1987,0,0,0,3,17,,,,,,,,,,,,,,Maryland
1985,7,Gary Ellerson\ElleGa00,182,RB,1987,0,0,0,6,39,,,,,,169,688,8,19,193,1,,,Wisconsin
1985,8,Ken Stills\StilKe20,209,DB,1990,0,0,4,28,77,,,,,,,,,,,,7,1,Wisconsin
1985,9,Morris Johnson,239,G,,0,0,0,,,,,,,,,,,,,,,,Alabama A&M
1985,10,Ronnie Burgess\BurgRo20,266,DB,1985,0,0,0,0,7,,,,,,,,,,,,,,Wake Forest
1985,11,Joe Shield\ShieJo20,294,QB,1986,0,0,0,0,3,,,,,,,,,,,,,,Trinity (CT)
1985,12,Jim Meyer,323,P,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
1984,1,Alphonso Carreker\CarrAl20,12,DE,1991,0,0,6,36,94,,,,,,,,,,,,1,24,Florida St.
1984,3,Donnie Humphrey\HumpDo20,72,NT,1986,0,0,1,14,48,,,,,,,,,,,,,3,Auburn
1984,4,John Dorsey\DorsJo20,99,LB,1988,0,0,1,11,76,,,,,,,,,,,,,,Connecticut
1984,5,Tom Flynn\FlynTo20,126,DB,1988,0,0,2,22,68,,,,,,,,,,,,11,,Pittsburgh
1984,6,Randy Wright\WrigRa00,153,QB,1988,0,0,2,14,46,602,1119,7106,31,57,55,173,3,,,,,,Wisconsin
1984,7,Daryll Jones\JoneDa23,181,DB,1987,0,0,0,0,25,,,,,,,,,,,,,,Georgia
1984,10,Gary Hoffman\HoffGa20,267,T,1987,0,0,0,0,4,,,,,,,,,,,,,,Santa Clara
1984,11,Mark Cannon\CannMa20,294,C,1991,0,0,3,23,83,,,,,,,,,,,,,,Texas-Arlington
1984,12,Lenny Taylor\TaylLe21,313,WR,1987,0,0,0,1,5,,,,,,1,-13,0,13,179,1,,,Tennessee
1984,12,Mark Emans,323,LB,,0,0,0,,,,,,,,,,,,,,,,Bowling Green
1983,1,Tim Lewis\LewiTi20,11,DB,1986,0,0,2,26,51,,,,,,,,,,,,16,,Pittsburgh
1983,2,Dave Drechsler\DrecDa20,48,G,1984,0,0,1,8,32,,,,,,,,,,,,,,North Carolina
1983,4,Mike Miller\MillMi20,104,WR,1985,0,0,0,1,16,,,,,,1,2,0,7,170,0,,,Tennessee
1983,5,Bryan Thomas,132,RB,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1983,6,Ron Sams\SamsRo20,160,C,1984,0,0,1,5,15,,,,,,,,,,,,,,Pittsburgh
1983,7,Jessie Clark\ClarJe00,188,RB,1990,0,0,3,18,88,,,,,,415,1736,9,102,943,6,,,Louisiana Tech
1983,8,Carlton Briscoe,216,DB,,0,0,0,,,,,,,,,,,,,,,,McNeese St.
1983,9,Robin Ham,243,C,,0,0,0,,,,,,,,,,,,,,,,West Texas A&M
1983,10,Byron Williams\WillBy00,253,WR,1985,0,0,0,8,37,,,,,,2,18,0,59,1097,3,,,Texas-Arlington
1983,10,Jimmy Thomas,271,DB,,0,0,0,,,,,,,,,,,,,,,,Indiana
1983,11,Bucky Scribner\ScriBu20,299,P,1989,0,0,0,9,68,0,1,0,0,0,2,-7,0,,,,,,Kansas
1983,12,John Harvey,327,DT,,0,0,0,,,,,,,,,,,,,,,,USC
1982,1,Ron Hallstrom\HallRo20,22,G,1993,0,0,9,56,174,,,,,,,,,,,,,,Iowa
1982,3,Del Rodgers\RodgDe00,71,RB,1988,0,0,0,6,31,,,,,,82,315,2,10,124,0,,,Utah
1982,4,Robert Brown\BrowRo20,98,DE,1992,0,0,7,50,164,,,,,,,,,,,,2,25.5,Virginia Tech
1982,5,Mike Meade\MeadMi00,126,RB,1985,0,0,0,3,49,,,,,,72,261,1,21,126,2,,,Penn St.
1982,6,Chet Parlavecchio\ParlCh20,152,LB,1983,0,0,0,1,12,,,,,,,,,,,,,,Penn St.
1982,7,Joey Whitley,183,DB,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1982,8,Thomas Boyd\BoydTh20,210,LB,1987,0,0,0,1,4,,,,,,,,,,,,,1,Alabama
1982,9,Charles Riggins\RiggCh20,237,DE,1987,0,0,0,0,3,,,,,,,,,,,,,2,Bethune-Cookman
1982,10,Eddie Garcia\garciedd01,264,K,1984,0,0,0,-1,19,,,,,,,,,,,,,,SMU
1982,11,John Macaulay\MacaJo20,294,C,1984,0,0,0,0,3,,,,,,,,,,,,,,Stanford
1982,12,Phil Epps\EppsPh00,321,WR,1989,0,0,3,26,95,,,,,,11,135,1,200,2992,14,,,TCU
1981,1,Rich Campbell\CampRi00,6,QB,1984,0,0,0,2,7,31,68,386,3,9,2,2,0,,,,,,California
1981,2,Gary Lewis\LewiGa00,35,TE,1984,0,0,0,2,44,,,,,,4,16,1,21,285,1,,,Texas-Arlington
1981,3,Ray Stachowicz\StacRa20,62,P,1983,0,0,0,4,27,,,,,,2,0,0,,,,,,Michigan St.
1981,4,Richard Turner\TurnRi20,105,NT,1983,0,0,0,4,30,,,,,,,,,,,,,1,Oklahoma
1981,5,Byron Braggs\BragBy20,117,DE,1984,0,0,1,9,55,,,,,,,,,,,,,5.5,Alabama
1981,7,Bill Whitaker\WhitBi20,172,DB,1984,0,0,0,0,39,,,,,,,,,,,,,,Missouri
1981,8,Larry Werts,200,LB,,0,0,0,,,,,,,,,,,,,,,,Jackson St.
1981,9,Tim Huffman\HuffTi20,227,G,1985,0,0,1,15,47,,,,,,,,,,,,,,Notre Dame
1981,10,Nickie Hall,255,QB,,0,0,0,,,,,,,,,,,,,,,,Tulane
1981,11,Forrest Valora,282,LB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1981,12,Cliff Lewis\LewiCl21,311,LB,1984,0,0,0,4,57,,,,,,,,,,,,,2,Southern Miss
1980,1,Bruce Clark\ClarBr23,4,DE,1989,0,1,6,46,113,,,,,,,,,,,,1,39.5,Penn St.
1980,1,George Cumby\CumbGe20,26,LB,1987,0,0,5,33,92,,,,,,,,,,,,5,5.5,Oklahoma
1980,2,Mark Lee\LeexMa20,34,DB,1991,0,0,10,67,165,,,,,,,,,,,,32,,Washington
1980,3,Syd Kitson\KitsSy20,61,G,1984,0,0,1,6,50,,,,,,,,,1,9,0,,,Wake Forest
1980,4,Fred Nixon\NixoFr20,87,WR,1981,0,0,0,1,23,,,,,,,,,6,105,0,,,Oklahoma
1980,6,Karl Swanke\SwanKa20,143,T,1986,0,0,5,37,84,,,,,,1,0,0,1,2,1,,,Boston Col.
1980,7,Buddy Aydelette\AydeBu20,169,T,1987,0,0,0,3,21,,,,,,,,,,,,,,Alabama
1980,8,Tim Smith,199,DB,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1980,9,Kelly Saalfeld\SaalKe20,226,C,1980,0,0,0,0,7,,,,,,,,,,,,,,Nebraska
1980,10,Jafus White,253,DB,,0,0,0,,,,,,,,,,,,,,,,Texas A&M-Kingsville
1980,11,Ricky Skiles,283,LB,,0,0,0,,,,,,,,,,,,,,,,Louisville
1980,12,James Stewart,310,DB,,0,0,0,,,,,,,,,,,,,,,,Memphis
1979,1,Eddie Lee Ivery\IverEd00,15,RB,1986,0,0,4,33,72,2,4,50,0,0,667,2933,23,162,1612,7,,,Georgia Tech
1979,2,Steve Atkins\AtkiSt00,44,RB,1981,0,0,0,3,20,,,,,,121,488,2,18,138,1,,,Maryland
1979,3,Charles Johnson\JohnCh21,71,NT,1983,0,0,3,14,45,,,,,,,,,,,,1,3.5,Maryland
1979,6,Dave Simmons\SimmDa21,153,LB,1983,0,0,0,6,36,,,,,,,,,,,,,,North Carolina
1979,7,Henry Monroe\MonrHe20,180,DB,1979,0,0,0,0,6,,,,,,,,,,,,,,Mississippi St.
1979,7,Rich Wingo\WingRi20,184,LB,1984,0,0,4,21,69,,,,,,,,,,,,4,1,Alabama
