Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1979,8,Ron Cassidy\CassRo00,193,WR,1984,0,0,0,2,60,,,,,,,,,14,233,0,,,Utah St.
1979,8,Rick Partridge\PartRi20,208,P,1987,0,0,0,4,32,,,,,,4,13,0,,,,,,Utah
1979,9,John Thompson\ThomJo26,235,TE,1982,0,0,0,0,34,,,,,,,,,2,24,2,,,Utah St.
1979,10,Frank Lockett\LockFr20,264,WR,1985,0,0,0,0,3,,,,,,,,,,,,,,Nebraska
1979,11,Mark Thorson,290,DB,,0,0,0,,,,,,,,,,,,,,,,
1979,12,Bill Moats,318,P,,0,0,0,,,,,,,,,,,,,,,,South Dakota
1978,1,James Lofton HOF\LoftJa00,6,WR,1993,1,8,14,101,233,1,5,43,0,0,32,246,1,764,14004,75,,,Stanford
1978,1,John Anderson\AndeJo20,26,LB,1989,0,0,10,63,146,,,,,,,,,,,,25,19.5,Michigan
1978,2,Mike Hunt\HuntMi20,34,LB,1980,0,0,1,9,22,,,,,,,,,,,,2,,Minnesota
1978,3,Estus Hood\HoodEs20,62,DB,1984,0,0,2,14,104,,,,,,,,,,,,11,,Illinois St.
1978,5,Mike Douglass\DougMi20,116,LB,1986,0,0,7,51,126,,,,,,,,,,,,10,19,San Diego St.
1978,5,Willie Wilder,128,RB,,0,0,0,,,,,,,,,,,,,,,,Florida
1978,6,Leotis Harris\HarrLe20,144,G,1983,0,0,4,28,74,,,,,,,,,,,,,,Arkansas
1978,7,George Plasketes,172,LB,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1978,8,Dennis Sproul\SproDe20,200,QB,1978,0,0,0,0,6,5,13,87,0,0,2,0,0,,,,,,Arizona St.
1978,9,Keith Myers,228,QB,,0,0,0,,,,,,,,,,,,,,,,Utah St.
1978,10,Larry Key,256,RB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1978,10,Mark Totten,259,C,,0,0,0,,,,,,,,,,,,,,,,Florida
1978,11,Terry Jones\JoneTe21,284,NT,1984,0,0,3,29,85,,,,,,,,,,,,,7,Alabama
1978,12,Eason Ramson\RamsEa00,312,TE,1985,0,0,1,7,85,,,,,,5,9,0,104,983,5,,,Washington St.
1977,1,Mike Butler\ButlMi20,9,DE,1985,0,0,6,39,95,,,,,,,,,,,,,4,Kansas
1977,1,Ezra Johnson\JohnEz00,28,DE,1991,0,1,6,45,192,,,,,,,,,,,,,55.5,Morris Brown
1977,2,Greg Koch\KochGr20,39,T,1987,0,0,10,64,159,,,,,,,,,,,,,,Arkansas
1977,3,Rick Scribner,74,G,,0,0,0,,,,,,,,,,,,,,,,Idaho St.
1977,5,Nate Simpson\SimpNa20,122,RB,1979,0,0,0,3,43,,,,,,153,497,1,17,69,0,,,Tennessee St.
1977,6,Tim Moresco\MoreTi20,149,DB,1980,0,0,0,0,52,,,,,,,,,,,,,,Syracuse
1977,7,Derrel Gofourth\GofoDe20,172,G,1984,0,0,5,34,116,,,,,,,,,,,,,,Oklahoma St.
1977,7,Rell Tipton,176,G,,0,0,0,,,,,,,,,,,,,,,,Baylor
1977,8,David Whitehurst\WhitDa02,206,QB,1983,0,0,2,20,54,504,980,6205,28,51,77,242,7,,,,,,Furman
1977,9,Joel Mullins,233,T,,0,0,0,,,,,,,,,,,,,,,,Arkansas St.
1977,10,Jim Culbreath\CulbJi00,260,RB,1980,0,0,0,1,32,,,,,,48,156,0,9,84,0,,,Oklahoma
1977,11,Terry Randolph\RandTe20,290,DB,1977,0,0,0,0,14,,,,,,,,,,,,,,American Int.
1976,1,Mark Koncar\KoncMa20,23,T,1982,0,0,4,24,58,,,,,,,,,,,,,,Colorado
1976,3,Mike McCoy\McCoMi22,72,DB,1983,0,0,7,44,110,,,,,,,,,,,,13,,Colorado
1976,4,Tom Perko\PerkTo20,101,LB,1976,0,0,0,3,14,,,,,,,,,,,,,,Pittsburgh
1976,5,Aundra Thompson\ThomAu00,132,WR,1982,0,0,3,15,83,,,,,,13,16,0,109,1792,8,,,Texas A&M-Commerce
1976,8,Jim Burrow\BurrJi21,218,DB,1976,0,0,0,0,3,,,,,,,,,,,,,,Nebraska
1976,9,Jim Gueno\GuenJi20,245,LB,1980,0,0,0,12,75,,,,,,,,,1,23,0,,,Tulane
1976,10,Jessie Green\GreeJe20,274,WR,1980,0,0,0,0,24,,,,,,,,,5,56,0,,,Tulsa
1976,11,Curtis Leak,301,WR,,0,0,0,,,,,,,,,,,,,,,,Johnson C. Smith
1976,12,Melvin Jackson\JackMe20,328,G,1980,0,0,2,11,64,,,,,,,,,1,8,0,,,USC
1976,13,Bradley Bowman,355,DB,,0,0,0,,,,,,,,,,,,,,,,Southern Miss
1976,14,John Henson,386,RB,,0,0,0,,,,,,,,,,,,,,,,Cal Poly-San Luis Obispo
1976,15,Jerry Dandridge,413,LB,,0,0,0,,,,,,,,,,,,,,,,Memphis
1976,16,Mike Timmermans,440,G,,0,0,0,,,,,,,,,,,,,,,,Northern Iowa
1976,17,Ray Hall,467,TE,,0,0,0,,,,,,,,,,,,,,,,Cal Poly-San Luis Obispo
1975,2,Bill Bain\BainBi20,47,T,1986,0,0,3,28,132,,,,,,,,,,,,,,USC
1975,3,Willard Harrell\HarrWi01,58,RB,1984,0,0,1,20,136,6,12,144,4,1,426,1378,10,127,1135,4,,,Pacific
1975,4,Steve Luke\LukeSt20,88,DB,1980,0,0,5,34,90,,,,,,,,,,,,10,,Ohio St.
1975,7,Tony Giaquinto,165,WR,,0,0,0,,,,,,,,,,,,,,,,Central Connecticut St.
1975,9,Jay Lynn Hodgin,217,RB,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1975,10,Bill Cooke\CookBi20,244,DT,1980,0,0,0,13,75,,,,,,,,,,,,,,Massachusetts
1975,11,Bob Martin,269,DE,,0,0,0,,,,,,,,,,,,,,,,Washington
1975,12,Carlos Brown\BrowCa00,296,QB,1976,0,0,0,2,26,29,78,396,3,6,12,49,0,,,,,,Pacific
1975,13,Bob Fuhriman,321,DB,,0,0,0,,,,,,,,,,,,,,,,Utah St.
1975,14,Stan Blackmon,348,TE,,0,0,0,,,,,,,,,,,,,,,,North Texas
1975,15,Randy Allen,373,WR,,0,0,0,,,,,,,,,,,,,,,,Southern
1975,16,Bob McCaffrey\McCaBo20,400,C,1975,0,0,0,0,11,,,,,,,,,,,,,,USC
1975,17,Tom Ray,425,DB,,0,0,0,,,,,,,,,,,,,,,,Central Michigan
1974,1,Barty Smith\SmitBa00,12,RB,1980,0,0,2,20,67,,,,,,544,1942,18,120,979,3,,,Richmond
1974,5,Steve Odom\OdomSt00,116,WR,1979,0,1,3,19,81,,,,,,16,205,1,84,1613,11,,,Utah
1974,6,Don Woods\WoodDo00,134,RB,1980,0,0,4,35,85,3,8,45,2,1,763,3087,16,145,1358,5,,,New Mexico
1974,6,Ken Payne\PaynKe00,142,WR,1978,0,0,2,16,60,,,,,,2,15,0,116,1633,6,,,Langston
1974,7,Bart Purvis,168,T,,0,0,0,,,,,,,,,,,,,,,,Maryland
1974,8,Monte Doris,194,LB,,0,0,0,,,,,,,,,,,,,,,,USC
1974,8,Ned Guillet,200,DB,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1974,9,Harold Holton,220,G,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1974,10,Doug Troszak,246,DT,,0,0,0,,,,,,,,,,,,,,,,Michigan
1974,11,Eric Torkelson\TorkEr00,272,RB,1981,0,0,3,13,93,,,,,,351,1307,8,59,469,0,,,Connecticut
1974,12,Randy Walker\WalkRa21,298,P,1974,0,0,0,2,14,,,,,,1,18,0,,,,,,Northwestern St. (LA)
1974,13,Emanuel Armstrong,324,LB,,0,0,0,,,,,,,,,,,,,,,,San Jose St.
1974,14,Andrew Neloms,350,DT,,0,0,0,,,,,,,,,,,,,,,,Kentucky St.
1974,15,Dave Wannstedt,376,T,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1974,16,Mark Cooney\CoonMa20,402,LB,1974,0,0,0,4,13,,,,,,,,,,,,,,Colorado
1974,17,Randy Woodfield,428,WR,,0,0,0,,,,,,,,,,,,,,,,Portland St.
1973,1,Barry Smith\SmitBa01,21,WR,1976,0,0,3,8,54,,,,,,1,5,0,45,692,4,,,Florida St.
1973,3,Tom MacLeod\MacLTo20,74,LB,1978,0,0,5,30,64,,,,,,,,,,,,5,,Minnesota
1973,6,Tom Toner\ToneTo21,152,LB,1977,0,0,2,17,53,,,,,,,,,,,,4,,Idaho St.
1973,7,John Muller,177,T,,0,0,0,,,,,,,,,,,,,,,,Iowa
1973,8,Hise Austin\AustHi20,202,DB,1975,0,0,0,0,12,,,,,,,,,,,,,,Prairie View A&M
1973,9,Rick Brown,230,LB,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1973,10,Larry Allen,255,LB,,0,0,0,,,,,,,,,,,,,,,,Illinois
1973,11,Phil Engle,280,DT,,0,0,0,,,,,,,,,,,,,,,,South Dakota St.
1973,12,Larry McCarren\McCaLa00,308,C,1984,0,2,11,69,162,,,,,,,,,,,,,,Illinois
1973,13,Tim Alderson,333,DB,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1973,14,James Anderson,358,DT,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1973,15,Reggie Echols,386,WR,,0,0,0,,,,,,,,,,,,,,,,UCLA
1973,16,Keith Pretty,411,TE,,0,0,0,,,,,,,,,,,,,,,,West. Michigan
1973,17,Harold Sampson,436,DT,,0,0,0,,,,,,,,,,,,,,,,Southern
1972,1,Willie Buchanon\BuchWi00,7,DB,1982,1,2,8,71,137,,,,,,,,,,,,28,,San Diego St.
1972,1,Jerry Tagge\TaggJe00,11,QB,1974,0,0,1,8,18,136,281,1583,3,17,41,117,3,,,,,,Nebraska
1972,2,Chester Marcol\marcoche01,34,K,1980,2,2,0,21,103,,,,,,,,,,,,,,Hillsdale
1972,4,Eric Patton,86,LB,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1972,6,Nathaniel Ross,138,DB,,0,0,0,,,,,,,,,,,,,,,,Bethune-Cookman
1972,6,Dave Pureifory\PureDa20,142,DE,1982,0,0,8,53,148,,,,,,,,,,,,,7,East. Michigan
1972,6,Bob Hudson\HudsBo00,147,RB,1974,0,0,0,1,40,,,,,,20,77,0,1,9,0,,,NE State (OK)
1972,7,Bill Bushong,163,DT,,0,0,0,,,,,,,,,,,,,,,,Kentucky
1972,8,Leland Glass\GlasLe00,190,WR,1973,0,0,1,7,26,,,,,,2,13,0,26,380,1,,,Oregon
1972,10,Keith Wortman\WortKe20,242,T,1981,0,0,3,20,96,,,,,,,,,,,,,,Nebraska
1972,11,David Bailey,266,WR,,0,0,0,,,,,,,,,,,,,,,,Alabama
1972,12,Mike Rich,294,RB,,0,0,0,,,,,,,,,,,,,,,,Florida
1972,13,Jesse Lakes,319,RB,,0,0,0,,,,,,,,,,,,,,,,Central Michigan
1972,14,Larry Hefner\HefnLa20,346,LB,1975,0,0,0,8,34,,,,,,,,,,,,1,,Clemson
1972,15,Rich Thone,371,WR,,0,0,0,,,,,,,,,,,,,,,,Arkansas Tech
1972,16,Charles Burrell,398,DT,,0,0,0,,,,,,,,,,,,,,,,Ark-Pine Bluff
1971,1,John Brockington\BrocJo00,9,RB,1977,1,3,7,53,95,0,1,0,0,0,1347,5185,30,157,1297,4,,,Ohio St.
1971,2,Virgil Robinson\RobiVi00,46,RB,1972,0,0,0,2,14,,,,,,34,97,1,12,53,1,,,Grambling St.
1971,3,Charlie Hall\HallCh21,62,DB,1976,0,0,0,0,83,,,,,,,,,1,18,0,2,,Pittsburgh
1971,5,Donnell Smith\SmitDo24,116,DE,1974,0,0,0,8,25,,,,,,,,,,,,,,Southern
1971,5,Jim Stillwagon,124,LB,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1971,6,Scott Hunter\HuntSc00,140,QB,1979,0,0,4,20,64,335,748,4756,23,38,95,204,13,,,,,,Alabama
1971,7,Dave Davis\DaviDa00,168,WR,1974,0,0,0,3,33,,,,,,2,0,0,11,192,1,,,Tennessee St.
1971,7,James Johnson,175,WR,,0,0,0,,,,,,,,,,,,,,,,Bishop
1971,8,Win Headley,193,C,,0,0,0,,,,,,,,,,,,,,,,Wake Forest
1971,9,Barry Mayer,218,RB,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1971,10,Kevin Hunt\HuntKe20,246,T,1978,0,0,1,12,70,,,,,,,,,,,,,,Doane
1971,11,John Lanier,271,RB,,0,0,0,,,,,,,,,,,,,,,,Parsons
1971,12,Greg Hendren,296,G,,0,0,0,,,,,,,,,,,,,,,,California
1971,13,Jack Martin,324,RB,,0,0,0,,,,,,,,,,,,,,,,Angelo St.
1971,14,LeRoy Spears,348,DE,,0,0,0,,,,,,,,,,,,,,,,Moorhead St.
1971,15,Len Garrett\GarrLe20,374,TE,1975,0,0,1,1,55,,,,,,,,,6,96,0,,,New Mex. Highlands
1971,16,Jack O'Donnell,402,G,,0,0,0,,,,,,,,,,,,,,,,Central Oklahoma
1971,17,Monty Johnson,427,DB,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1970,1,Mike McCoy\McCoMi21,2,DT,1980,0,0,7,44,132,,,,,,,,,,,,1,,Notre Dame
1970,1,Rich McGeorge\McGeRi00,16,TE,1978,0,0,7,23,116,,,,,,1,3,0,175,2370,13,,,Elon
1970,2,Al Matthews\MattAl20,41,DB,1977,0,0,6,39,99,,,,,,,,,,,,13,,Texas A&M-Kingsville
1970,3,Jim Carter\CartJi00,68,LB,1978,0,1,7,49,106,,,,,,,,,,,,6,,Minnesota
1970,4,Ken Ellis\ElliKe00,93,DB,1979,1,2,6,64,115,,,,,,,,,,,,22,,Southern
1970,4,Skip Butler\ButlSk20,96,K,1977,0,0,0,13,73,,,,,,1,0,0,,,,,,Texas-Arlington
1970,5,Cecil Pryor,120,DE,,0,0,0,,,,,,,,,,,,,,,,Michigan
1970,6,Ervin Hunt\HuntEr20,145,DB,1970,0,0,0,0,6,,,,,,,,,,,,,,Fresno St.
1970,7,Cleo Walker\WalkCl20,172,LB,1971,0,0,0,6,22,,,,,,,,,,,,,,Louisville
1970,8,Tim Mjos,197,RB,,0,0,0,,,,,,,,,,,,,,,,North Dakota St.
1970,9,Bob Reinhard,224,G,,0,0,0,,,,,,,,,,,,,,,,Stanford
1970,10,Russ Melby,248,DT,,0,0,0,,,,,,,,,,,,,,,,Weber St.
1970,10,Frank Patrick\PatrFr00,251,QB,1972,0,0,0,0,4,8,23,107,0,2,2,5,0,,,,,,Nebraska
1970,11,Dan Hook,276,LB,,0,0,0,,,,,,,,,,,,,,,,Humboldt St.
1970,12,Frank Foreman,300,WR,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
1970,13,Dave Smith\SmitDa01,328,RB,1970,0,0,0,1,7,,,,,,14,42,0,4,65,0,,,Utah
1970,14,Bob Lints,353,G,,0,0,0,,,,,,,,,,,,,,,,East. Michigan
1970,15,Mike Carter\CartMi00,380,WR,1972,0,0,0,0,7,,,,,,1,25,0,2,24,0,,,Sacramento St.
1970,16,Jim Heacock,405,DB,,0,0,0,,,,,,,,,,,,,,,,Muskingum
1970,17,Larry Krause\KrauLa00,432,RB,1974,0,0,0,1,51,,,,,,6,15,0,2,22,0,,,St. Norbert
1969,1,Rich Moore\MoorRi20,12,DT,1970,0,0,1,11,20,,,,,,,,,,,,,,Villanova
1969,2,Dave Bradley\BradDa22,38,G,1972,0,0,0,0,16,,,,,,,,,,,,,,Penn St.
1969,3,John Spilis\SpilJo00,64,WR,1971,0,0,1,6,40,,,,,,,,,27,446,1,,,Northern Illinois
1969,4,Perry Williams\WillPe01,90,RB,1974,0,0,1,6,83,,,,,,177,547,2,37,285,0,,,Purdue
1969,5,Bill Hayhoe\HayhBi20,116,T,1973,0,0,1,11,61,,,,,,,,,,,,,,USC
1969,6,Ron Jones\JoneRo25,134,TE,1969,0,0,0,0,6,,,,,,,,,,,,,,Texas-El Paso
1969,6,Ken Vinyard\VinyKe20,142,K,1970,0,0,0,-1,14,,,,,,,,,,,,,,Texas Tech
1969,7,Larry Agajanian,168,DT,,0,0,0,,,,,,,,,,,,,,,,UCLA
1969,8,Doug Gosnell,194,C,,0,0,0,,,,,,,,,,,,,,,,Utah St.
1969,9,Dave Hampton\HampDa00,220,RB,1976,0,0,4,44,93,,,,,,1148,4536,25,119,1156,6,,,Wyoming
1969,10,Bruce Nelson,246,T,,0,0,0,,,,,,,,,,,,,,,,North Dakota St.
1969,11,Lee Harden\HardLe20,272,DB,1970,0,0,0,0,8,,,,,,,,,,,,,,Texas-El Paso
1969,12,Tom Buckman\BuckTo00,298,TE,1969,0,0,0,1,7,,,,,,,,,4,48,1,,,Texas A&M
1969,13,Craig Koinzan,324,LB,,0,0,0,,,,,,,,,,,,,,,,Doane
1969,14,Rich Voltzke,350,RB,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1969,15,Dan Eckstein,376,DB,,0,0,0,,,,,,,,,,,,,,,,Presbyterian
1969,16,Dick Hewins,402,FL,,0,0,0,,,,,,,,,,,,,,,,Drake
1969,17,John Mack,428,RB,,0,0,0,,,,,,,,,,,,,,,,Central Missouri St.
1968,1,Fred Carr\CarrFr00,5,LB,1977,0,3,8,62,140,,,,,,,,,,,,8,,Texas-El Paso
1968,1,Bill Lueck\LuecBi20,26,G,1975,0,0,7,39,101,,,,,,,,,,,,,,Arizona
1968,3,Billy Stevens\StevBi00,67,QB,1969,0,0,0,0,3,1,5,12,0,0,,,,,,,,,Texas-El Paso
1968,3,Dick Himes\HimeDi20,81,T,1977,0,0,8,45,135,,,,,,,,,,,,,,Ohio St.
1968,4,Brendan McCarthy\McCaBr00,92,RB,1969,0,0,1,3,15,,,,,,59,175,1,20,188,2,,,Boston Col.
1968,4,John Robinson,108,FL,,0,0,0,,,,,,,,,,,,,,,,Tennessee St.
1968,5,Steve Duich\DuicSt20,121,G,1969,0,0,0,0,23,,,,,,,,,,,,,,San Diego St.
1968,5,Francis Winkler\WinkFr20,137,DE,1969,0,0,0,7,21,,,,,,,,,,,,,,Memphis
1968,6,Walter Chadwick,164,RB,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1968,7,Andy Beath,191,DB,,0,0,0,,,,,,,,,,,,,,,,Duke
1968,8,Tom Owens,218,G,,0,0,0,,,,,,,,,,,,,,,,Missouri-Rolla
1968,9,Bob Apisa,245,RB,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
1968,10,Rick Cash\CashRi20,260,DE,1973,0,0,2,17,64,,,,,,,,,,,,,,Truman St.
1968,10,Ron Worthen,272,C,,0,0,0,,,,,,,,,,,,,,,,Arkansas St.
1968,11,Gordon Rule\RuleGo20,299,DB,1969,0,0,0,0,15,,,,,,,,,,,,,,Dartmouth
1968,12,Dennis Porter,325,T,,0,0,0,,,,,,,,,,,,,,,,Northern Michigan
1968,13,Frank Geiselman,353,FL,,0,0,0,,,,,,,,,,,,,,,,Rhode Island
1968,14,John Farler,380,E,,0,0,0,,,,,,,,,,,,,,,,Colorado
1968,15,Ridley Gibson,407,DB,,0,0,0,,,,,,,,,,,,,,,,Baylor
1968,16,Al Groves,434,T,,0,0,0,,,,,,,,,,,,,,,,St. Norbert
1968,17,Ken Rota,461,RB,,0,0,0,,,,,,,,,,,,,,,,North Dakota St.
1967,1,Bob Hyland\HylaBo20,9,C,1977,0,0,4,30,136,,,,,,,,,1,16,0,,,Boston Col.
1967,1,Don Horn\HornDo00,25,QB,1974,0,0,1,10,57,232,465,3369,20,36,18,3,1,,,,,,San Diego St.
1967,2,Dave Dunaway\DunaDa20,41,WR,1969,0,0,0,1,13,,,,,,1,4,0,2,37,0,,,Duke
1967,2,Jim Flanigan\FlanJi20,51,LB,1971,0,0,1,17,54,,,,,,,,,,,,1,,Pittsburgh
1967,3,John Rowser\RowsJo20,78,DB,1976,0,0,6,52,127,,,,,,,,,,,,26,,Michigan
1967,4,Travis Williams\WillTr00,93,RB,1971,0,0,0,21,62,,,,,,289,1166,6,52,598,5,,,Arizona St.
1967,5,Dwight Hood,116,DT,,0,0,0,,,,,,,,,,,,,,,,Baylor
1967,5,Richard Tate,130,DB,,0,0,0,,,,,,,,,,,,,,,,Utah
1967,5,Jay Bachman\BachJa20,132,C,1971,0,0,0,0,45,,,,,,,,,,,,,,Cincinnati
1967,6,Stew Williams,158,FB,,0,0,0,,,,,,,,,,,,,,,,Bowling Green
1967,7,Bob Ziolkowski,161,T,,0,0,0,,,,,,,,,,,,,,,,Iowa
1967,7,Bill Powell,184,LB,,0,0,0,,,,,,,,,,,,,,,,Missouri
1967,8,Clarence Miles,210,DT,,0,0,0,,,,,,,,,,,,,,,,
1967,9,Harlan Reed,236,TE,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1967,10,Bill Shear,262,K,,0,0,0,,,,,,,,,,,,,,,,Cortland St.
1967,11,Dave Bennett,287,QB,,0,0,0,,,,,,,,,,,,,,,,Springfield
1967,12,Mike Bass\BassMi20,314,DB,1975,0,0,7,67,100,,,,,,,,,,,,30,,Michigan
1967,13,Keith Brown,340,FL,,0,0,0,,,,,,,,,,,,,,,,Central Missouri St.
1967,14,Claudis James\JameCl00,366,WR,1968,0,0,0,2,15,,,,,,1,15,0,8,148,2,,,Jackson St.
1967,15,Jim Schneider,392,DT,,0,0,0,,,,,,,,,,,,,,,,Colgate
1967,16,Fred Cassidy,418,HB,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1967,17,Jeff Elias,444,TE,,0,0,0,,,,,,,,,,,,,,,,Kansas
1966,1,Jim Grabowski\GrabJi00,9,RB,1971,0,0,5,19,75,,,,,,475,1731,8,82,675,3,,,Illinois
1966,1,Gale Gillingham\GillGa00,13,G,1976,2,5,8,64,128,,,,,,,,,,,,,,Minnesota
1966,2,Tom Cichowski\CichTo20,30,T,1968,0,0,1,4,13,,,,,,,,,,,,,,Maryland
1966,3,Fred Heron\HeroFr20,45,DT,1972,0,0,4,26,79,,,,,,,,,,,,,,San Jose St.
1966,3,Tony Jeter\JeteTo00,46,TE,1968,0,0,0,0,11,,,,,,,,,3,27,0,,,Nebraska
1966,4,John Roderick\RodeJo00,62,WR,1968,0,0,0,1,18,,,,,,,,,11,156,1,,,SMU
1966,7,Ray Miller,108,DE,,0,0,0,,,,,,,,,,,,,,,,Idaho
1966,8,Ken McLean,124,FL,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1966,9,Ron Rector\RectRo00,138,RB,1967,0,0,0,1,20,,,,,,33,167,0,6,22,0,,,Northwestern
1966,10,Sam Montgomery,154,DE,,0,0,0,,,,,,,,,,,,,,,,Southern
1966,11,Ralph Wenzel\WenzRa21,168,G,1973,0,0,0,0,71,,,,,,,,,,,,,,San Diego St.
1966,12,Jim Mankins\MankJi00,184,RB,1967,0,0,0,0,11,,,,,,2,7,0,1,11,0,,,Florida St.
1966,13,Ed King,198,LB,,0,0,0,,,,,,,,,,,,,,,,USC
1966,14,Ron Hanson,214,FL,,0,0,0,,,,,,,,,,,,,,,,North Dakota St.
1966,15,Grady Bolton,228,T,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1966,16,Bob Schultz,244,DE,,0,0,0,,,,,,,,,,,,,,,,Wisconsin–Stevens Point
1966,17,Dave Hathcock\HathDa20,258,DB,1967,0,0,0,0,20,,,,,,,,,,,,,,Memphis
1966,18,Jim Jones,274,DE,,0,0,0,,,,,,,,,,,,,,,,Nebraska-Omaha
1966,19,Dave Moton,288,E,,0,0,0,,,,,,,,,,,,,,,,USC
1966,20,Ed Maras,304,E,,0,0,0,,,,,,,,,,,,,,,,South Dakota St.
1965,1,Donny Anderson\AndeDo00,7,RB,1974,0,1,6,69,126,6,13,111,2,0,1197,4696,41,209,2548,14,,,Texas Tech
1965,1,Larry Elkins\ElkiLa00,10,WR,1967,0,0,1,4,18,,,,,,2,19,0,24,315,3,,,Baylor
1965,2,Al Dotson\DotsAl20,24,DT,1970,0,0,0,8,47,,,,,,,,,,,,,,Grambling St.
